_source_system,_source_table,_extracted_at_utc,_snapshot_date,_snapshot_id,entity_id,trip_id,route_id,direction_id,start_time,start_date,vehicle_id,vehicle_label,license_plate,latitude,longitude,bearing,speed_mps,speed_kmh,current_stop_sequence,stop_id,current_status,timestamp_raw,timestamp_cdmx,congestion_level,occupancy_status,route_short_name,route_long_name,route_desc,route_type,route_color,route_text_color,stop_name,stop_lat,stop_lon,zone_id,location_type,parent_station
metrobus,metrobus_vehicle_positions_enriched,2026-08-21T13:13:00Z,2026-08-21,20260821T131257Z,7a164ce5-d0c4-4e49-92f2-d0031d69c6d3,,,,,,69379,2306,1240002,19.470632553100586,-99.08615112304688,150.0,8.0,28.8,,,,1787317961,2026-08-21 07:12:41-06:00,,,,,,,,,,,,,,
metrobus,metrobus_vehicle_positions_enriched,2026-08-21T13:13:00Z,2026-08-21,20260821T131257Z,8697173c-1fba-4e3f-a6f5-3aced93c9dd7,,,,,,69378,2305,1240001,19.394737243652344,-99.09168243408203,124.0,23.0,82.8,,,,1787317963,2026-08-21 07:12:43-06:00,,,,,,,,,,,,,,
metrobus,metrobus_vehicle_positions_enriched,2026-08-21T13:13:00Z,2026-08-21,20260821T131257Z,cf51427f-1273-4cc7-bbec-29ed2a1f48e5,,19474,0.0,13:06:08,20260821,69377,2304,1230200,19.482648849487305,-99.11469268798828,113.0,11.0,39.6,,,,1787317960,2026-08-21 07:12:40-06:00,,,6,L06g03-1 dep. 18 de marzo - el rosario,,3,E44599,FFFFFF,,,,,,
metrobus,metrobus_vehicle_positions_enriched,2026-08-21T13:13:00Z,2026-08-21,20260821T131257Z,0cad3a0a-13cd-4e8e-9bcc-b068eddc2c65,,,,,,69376,2303,1230199,19.390830993652344,-99.04720306396484,120.0,0.0,0.0,,,,1787317967,2026-08-21 07:12:47-06:00,,,,,,,,,,,,,,
metrobus,metrobus_vehicle_positions_enriched,2026-08-21T13:13:00Z,2026-08-21,20260821T131257Z,714f7fc3-ca61-45d5-9a2a-fe94de6a2341,,19563,0.0,12:44:10,20260821,69375,2302,1230198,19.394006729125977,-99.09040832519531,303.0,13.0,46.800000000000004,,,,1787317953,2026-08-21 07:12:33-06:00,,,2,L02c01-1 tepalcates - tacubaya,,3,8D1A96,FFFFFF,,,,,,
metrobus,metrobus_vehicle_positions_enriched,2026-08-21T13:13:00Z,2026-08-21,20260821T131257Z,cfbf34d2-c479-47bc-a4f0-421aa982c1c9,,19492,0.0,12:41:46,20260821,70014,1210,001A196,19.419099807739258,-99.16435241699219,196.0,0.0,0.0,,,,1787317966,2026-08-21 07:12:46-06:00,,,1,L01a01-1 indios verdes - dr. gálvez,,3,D40D0D,FFFFFF,,,,,,
metrobus,metrobus_vehicle_positions_enriched,2026-08-21T13:13:00Z,2026-08-21,20260821T131257Z,f3e7d015-ede4-44fe-862c-c6f844635c88,,,,,,69382,2309,1240005,19.448307037353516,-99.11082458496094,199.0,47.0,169.20000000000002,,,,1787317963,2026-08-21 07:12:43-06:00,,,,,,,,,,,,,,
metrobus,metrobus_vehicle_positions_enriched,2026-08-21T13:13:00Z,2026-08-21,20260821T131257Z,4fe1ba20-41c3-4794-b2c3-78d0370b7860,,19472,1.0,13:05:13,20260821,69381,2308,1240004,19.48520851135254,-99.11906433105469,108.0,0.0,0.0,,,,1787317961,2026-08-21 07:12:41-06:00,,,6,L06g02-2 ipn - villa de aragón,,3,E44599,FFFFFF,,,,,,
metrobus,metrobus_vehicle_positions_enriched,2026-08-21T13:13:00Z,2026-08-21,20260821T131257Z,21665372-a657-4610-9ff1-6ae7880306f3,,19470,0.0,12:19:39,20260821,69380,2307,1240003,19.497413635253906,-99.16452026367188,286.0,0.0,0.0,,,,1787317958,2026-08-21 07:12:38-06:00,,,6,L06g01-1 villa de aragón - el rosario,,3,E44599,FFFFFF,,,,,,
metrobus,metrobus_vehicle_positions_enriched,2026-08-21T13:13:00Z,2026-08-21,20260821T131257Z,0931cd34-6c84-4a81-b995-c7e92bf7f701,,,,,,69393,2320,1230174,19.401859283447266,-99.18696594238281,289.0,0.0,0.0,,,,1787317967,2026-08-21 07:12:47-06:00,,,,,,,,,,,,,,
metrobus,metrobus_vehicle_positions_enriched,2026-08-21T13:13:00Z,2026-08-21,20260821T131257Z,df532fdb-217c-4571-8980-855c0166ab3b,,19567,1.0,12:55:33,20260821,69390,2317,1240013,19.395679473876953,-99.15385437011719,954.0,0.0,0.0,,,,1787317957,2026-08-21 07:12:37-06:00,,,2,L02c03-2 col. del valle - tepalcates,,3,8D1A96,FFFFFF,,,,,,
metrobus,metrobus_vehicle_positions_enriched,2026-08-21T13:13:00Z,2026-08-21,20260821T131257Z,8fce98b8-ff0f-46f4-9cf0-dbbf0a1fdd39,,,,,,69389,2316,1240012,19.464935302734375,-99.0594253540039,312.0,0.0,0.0,,,,1787317960,2026-08-21 07:12:40-06:00,,,,,,,,,,,,,,
metrobus,metrobus_vehicle_positions_enriched,2026-08-21T13:13:00Z,2026-08-21,20260821T131257Z,34171e7b-7d9a-471a-9188-c4a8b66e2343,,19471,1.0,12:20:06,20260821,69388,2315,1240011,19.466838836669922,-99.07545471191406,102.0,0.0,0.0,,,,1787317969,2026-08-21 07:12:49-06:00,,,6,L06g01-2 el rosario - villa de aragón,,3,E44599,FFFFFF,,,,,,
