_source_system,_source_table,_extracted_at_utc,_snapshot_date,_snapshot_id,entity_id,trip_id,route_id,direction_id,start_time,start_date,vehicle_id,vehicle_label,license_plate,latitude,longitude,bearing,speed_mps,speed_kmh,current_stop_sequence,stop_id,current_status,timestamp_raw,timestamp_cdmx,congestion_level,occupancy_status
metrobus,metrobus_vehicle_positions,2026-07-11T06:25:08Z,2026-07-11,20260711T062505Z,73e262c4-d5a0-4ce7-adbb-16e21a98b564,,19473,0.0,06:20:34,20260711,69379,2306,1240002,19.47698402404785,-99.06902313232422,469.0,36.0,129.6,,,,1783751090,2026-07-11 00:24:50-06:00,,
metrobus,metrobus_vehicle_positions,2026-07-11T06:25:08Z,2026-07-11,20260711T062505Z,f0dd4ab7-a313-4721-9969-fc4fe4e3267d,,,,,,69378,2305,1240001,19.389944076538086,-99.05888366699219,0.0,0.0,0.0,,,,1783750217,2026-07-11 00:10:17-06:00,,
metrobus,metrobus_vehicle_positions,2026-07-11T06:25:08Z,2026-07-11,20260711T062505Z,e5ac3fed-0d97-4bbf-b2d3-a22cebd83c7f,,,,,,69377,2304,1230200,19.479612350463867,-99.06389617919922,337.0,0.0,0.0,,,,1783747843,2026-07-10 23:30:43-06:00,,
metrobus,metrobus_vehicle_positions,2026-07-11T06:25:08Z,2026-07-11,20260711T062505Z,69393571-8ffd-4a37-bb3b-73dbd0835e30,,19563,0.0,05:32:35,20260711,69376,2303,1230199,19.403535842895508,-99.17061614990234,268.0,0.0,0.0,,,,1783751089,2026-07-11 00:24:49-06:00,,
metrobus,metrobus_vehicle_positions,2026-07-11T06:25:08Z,2026-07-11,20260711T062505Z,52a8ac9c-b4e1-4a29-9dd2-733750af77d7,,21055,1.0,05:55:56,20260711,69375,2302,1230198,19.39806365966797,-99.12259674072266,893.0,50.0,180.0,,,,1783751088,2026-07-11 00:24:48-06:00,,
metrobus,metrobus_vehicle_positions,2026-07-11T06:25:08Z,2026-07-11,20260711T062505Z,d79990e5-5a52-410e-8d5c-256360374290,,20016,0.0,04:32:25,20260711,70014,1210,001A196,19.38532829284668,-99.04562377929688,119.0,0.0,0.0,,,,1783746198,2026-07-10 23:03:18-06:00,,
metrobus,metrobus_vehicle_positions,2026-07-11T06:25:08Z,2026-07-11,20260711T062505Z,14ed15c3-1500-4380-95b9-0a600c335710,,,,,,69382,2309,1240005,19.478029251098633,-99.06356048583984,0.0,0.0,0.0,,,,1783751087,2026-07-11 00:24:47-06:00,,
metrobus,metrobus_vehicle_positions,2026-07-11T06:25:08Z,2026-07-11,20260711T062505Z,7b712212-ae24-429b-9fe2-ba5f17a962a3,,,,,,69381,2308,1240004,19.47793960571289,-99.06342315673828,0.0,0.0,0.0,,,,1783750777,2026-07-11 00:19:37-06:00,,
metrobus,metrobus_vehicle_positions,2026-07-11T06:25:08Z,2026-07-11,20260711T062505Z,e217c57b-0bb5-42c4-b74b-deefecf84747,,,,,,69380,2307,1240003,19.479055404663086,-99.06383514404297,337.0,0.0,0.0,,,,1783751099,2026-07-11 00:24:59-06:00,,
metrobus,metrobus_vehicle_positions,2026-07-11T06:25:08Z,2026-07-11,20260711T062505Z,1b30fd4a-ff0c-4a5c-9388-63b848fecf2e,,19563,0.0,06:05:37,20260711,69393,2320,1230174,19.38968276977539,-99.05876159667969,115.0,11.0,39.6,,,,1783751097,2026-07-11 00:24:57-06:00,,
metrobus,metrobus_vehicle_positions,2026-07-11T06:25:08Z,2026-07-11,20260711T062505Z,ccf90d83-bcce-4a52-bc02-bafee583d03c,,,,,,69390,2317,1240013,19.389873504638672,-99.0584716796875,301.0,0.0,0.0,,,,1783751088,2026-07-11 00:24:48-06:00,,
metrobus,metrobus_vehicle_positions,2026-07-11T06:25:08Z,2026-07-11,20260711T062505Z,4b805692-4f23-48b7-905e-273e3afffde8,,,,,,69389,2316,1240012,19.479278564453125,-99.06376647949219,338.0,0.0,0.0,,,,1783751095,2026-07-11 00:24:55-06:00,,
metrobus,metrobus_vehicle_positions,2026-07-11T06:25:08Z,2026-07-11,20260711T062505Z,27e6eada-7738-4d29-a35b-e2b15037e4bb,,,,,,69388,2315,1240011,19.478065490722656,-99.06375885009766,692.0,0.0,0.0,,,,1783748375,2026-07-10 23:39:35-06:00,,
metrobus,metrobus_vehicle_positions,2026-07-11T06:25:08Z,2026-07-11,20260711T062505Z,973ca6b1-b656-4194-9d42-4086374c8e7d,,,,,,69387,2314,1240010,19.477954864501953,-99.06390380859375,697.0,0.0,0.0,,,,1783749971,2026-07-11 00:06:11-06:00,,
metrobus,metrobus_vehicle_positions,2026-07-11T06:25:08Z,2026-07-11,20260711T062505Z,d77690c5-61cb-4593-b411-27591212febf,,19563,0.0,05:34:00,20260711,69386,2313,1240009,19.389881134033203,-99.05876159667969,301.0,0.0,0.0,,,,1783751099,2026-07-11 00:24:59-06:00,,
metrobus,metrobus_vehicle_positions,2026-07-11T06:25:08Z,2026-07-11,20260711T062505Z,f2bf4b42-5b3a-4650-8322-4a691cad44b4,,,,,,69385,2312,1240008,19.47822380065918,-99.06358337402344,161.0,0.0,0.0,,,,1783750913,2026-07-11 00:21:53-06:00,,
metrobus,metrobus_vehicle_positions,2026-07-11T06:25:08Z,2026-07-11,20260711T062505Z,29c1e624-a50f-433d-a623-f0ec13ede935,,,,,,69383,2310,1240006,19.4779052734375,-99.06376647949219,65.0,0.0,0.0,,,,1783750736,2026-07-11 00:18:56-06:00,,
metrobus,metrobus_vehicle_positions,2026-07-11T06:25:08Z,2026-07-11,20260711T062505Z,f94d6e90-a6e8-46ec-a74e-a947606b8083,,19471,1.0,05:02:46,20260711,69198,800,1320055,19.50739097595215,-99.19731903076172,0.0,0.0,0.0,,,,1783751093,2026-07-11 00:24:53-06:00,,
metrobus,metrobus_vehicle_positions,2026-07-11T06:25:08Z,2026-07-11,20260711T062505Z,765a1199-86ae-4acc-b0d8-7171d3c04341,,19577,1.0,05:30:38,20260711,69886,801,1280065,19.483606338500977,-99.11387634277344,18.0,0.0,0.0,,,,1783751097,2026-07-11 00:24:57-06:00,,
